Date,Open,High,Low,Close,Adj Close,Volume,Company
2022-01-03 00:00:00+00:00,179.07655334472656,182.00999450683594,182.8800048828125,177.7100067138672,177.8300018310547,104487900,Apple
2022-01-04 00:00:00+00:00,176.8038330078125,179.6999969482422,182.94000244140625,179.1199951171875,182.6300048828125,99310400,Apple
2022-01-05 00:00:00+00:00,172.1008758544922,174.9199981689453,180.1699981689453,174.63999938964844,179.61000061035156,94537600,Apple
2022-01-06 00:00:00+00:00,169.22792053222656,172.0,175.3000030517578,171.63999938964844,172.6999969482422,96904000,Apple
2022-01-07 00:00:00+00:00,169.39517211914062,172.1699981689453,174.13999938964844,171.02999877929688,172.88999938964844,86709100,Apple
2022-01-10 00:00:00+00:00,169.4148712158203,172.19000244140625,172.5,168.1699981689453,169.0800018310547,106765600,Apple
2022-01-11 00:00:00+00:00,172.25828552246094,175.0800018310547,175.17999267578125,170.82000732421875,172.32000732421875,76138300,Apple
2022-01-12 00:00:00+00:00,172.70101928710938,175.52999877929688,177.17999267578125,174.82000732421875,176.1199951171875,74805200,Apple
2022-01-13 00:00:00+00:00,169.4148712158203,172.19000244140625,176.6199951171875,171.7899932861328,175.77999877929688,84505800,Apple
2022-01-14 00:00:00+00:00,170.2806854248047,173.07000732421875,173.77999877929688,171.08999633789062,171.33999633789062,80440800,Apple
2022-01-18 00:00:00+00:00,167.06338500976562,169.8000030517578,172.5399932861328,169.41000366210938,171.50999450683594,90956700,Apple
2022-01-19 00:00:00+00:00,163.55093383789062,166.22999572753906,171.0800018310547,165.94000244140625,170.0,94815000,Apple
2022-01-20 00:00:00+00:00,161.858642578125,164.50999450683594,169.67999267578125,164.17999267578125,166.97999572753906,91420500,Apple
2022-01-21 00:00:00+00:00,159.79249572753906,162.41000366210938,166.3300018310547,162.3000030517578,164.4199981689453,122848900,Apple
2022-01-24 00:00:00+00:00,159.01519775390625,161.6199951171875,162.3000030517578,154.6999969482422,160.02000427246094,162294600,Apple
2022-01-25 00:00:00+00:00,157.2048797607422,159.77999877929688,162.75999450683594,157.02000427246094,158.97999572753906,115798400,Apple
2022-01-26 00:00:00+00:00,157.11631774902344,159.69000244140625,164.38999938964844,157.82000732421875,163.5,108275300,Apple
2022-01-27 00:00:00+00:00,156.65391540527344,159.22000122070312,163.83999633789062,158.27999877929688,162.4499969482422,121954600,Apple
2022-01-28 00:00:00+00:00,167.58480834960938,170.3300018310547,170.35000610351562,162.8000030517578,165.7100067138672,179935700,Apple
2022-01-31 00:00:00+00:00,171.96311950683594,174.77999877929688,175.0,169.50999450683594,170.16000366210938,115541600,Apple
2022-02-01 00:00:00+00:00,171.79588317871094,174.61000061035156,174.83999633789062,172.30999755859375,174.00999450683594,86213900,Apple
2022-02-02 00:00:00+00:00,173.0060272216797,175.83999633789062,175.8800048828125,173.3300018310547,174.75,84914300,Apple
2022-02-03 00:00:00+00:00,170.11338806152344,172.89999389648438,176.24000549316406,172.1199951171875,174.47999572753906,89418100,Apple
2022-02-04 00:00:00+00:00,169.82772827148438,172.38999938964844,174.10000610351562,170.67999267578125,171.67999267578125,82465400,Apple
2022-02-07 00:00:00+00:00,169.10858154296875,171.66000366210938,173.9499969482422,170.9499969482422,172.86000061035156,77251200,Apple
2022-02-08 00:00:00+00:00,172.23146057128906,174.8300018310547,175.35000610351562,171.42999267578125,171.72999572753906,74829200,Apple
2022-02-09 00:00:00+00:00,173.65989685058594,176.27999877929688,176.64999389648438,174.89999389648438,176.0500030517578,71285000,Apple
2022-02-10 00:00:00+00:00,169.56170654296875,172.1199951171875,175.47999572753906,171.5500030517578,174.13999938964844,90865900,Apple
2022-02-11 00:00:00+00:00,166.13345336914062,168.63999938964844,173.0800018310547,168.0399932861328,172.3300018310547,98670700,Apple
2022-02-14 00:00:00+00:00,166.36990356445312,168.8800048828125,169.5800018310547,166.55999755859375,167.3699951171875,86185500,Apple
2022-02-15 00:00:00+00:00,170.2218017578125,172.7899932861328,172.9499969482422,170.25,170.97000122070312,62527400,Apple
2022-02-16 00:00:00+00:00,169.98536682128906,172.5500030517578,173.33999633789062,170.0500030517578,171.85000610351562,61177400,Apple
2022-02-17 00:00:00+00:00,166.36990356445312,168.8800048828125,171.91000366210938,168.47000122070312,171.02999877929688,69589300,Apple
2022-02-18 00:00:00+00:00,164.81336975097656,167.3000030517578,170.5399932861328,166.19000244140625,169.82000732421875,82772700,Apple
2022-02-22 00:00:00+00:00,161.87767028808594,164.32000732421875,166.69000244140625,162.14999389648438,164.97999572753906,91162800,Apple
2022-02-23 00:00:00+00:00,157.69085693359375,160.07000732421875,166.14999389648438,159.75,165.5399932861328,90009200,Apple
2022-02-24 00:00:00+00:00,160.3211669921875,162.74000549316406,162.85000610351562,152.0,152.5800018310547,141147500,Apple
2022-02-25 00:00:00+00:00,162.39981079101562,164.85000610351562,165.1199951171875,160.8699951171875,163.83999633789062,91974200,Apple
2022-02-28 00:00:00+00:00,162.665771484375,165.1199951171875,165.4199981689453,162.42999267578125,163.05999755859375,95056600,Apple
2022-03-01 00:00:00+00:00,160.77432250976562,163.1999969482422,166.60000610351562,161.97000122070312,164.6999969482422,83474400,Apple
2022-03-02 00:00:00+00:00,164.08436584472656,166.55999755859375,167.36000061035156,162.9499969482422,164.38999938964844,79724800,Apple
2022-03-03 00:00:00+00:00,163.75930786132812,166.22999572753906,168.91000366210938,165.5500030517578,168.47000122070312,76678400,Apple
2022-03-04 00:00:00+00:00,160.74476623535156,163.1699981689453,165.5500030517578,162.10000610351562,164.49000549316406,83737200,Apple
2022-03-07 00:00:00+00:00,156.9322967529297,159.3000030517578,165.02000427246094,159.0399932861328,163.36000061035156,96418800,Apple
2022-03-08 00:00:00+00:00,155.0999298095703,157.44000244140625,162.8800048828125,155.8000030517578,158.82000732421875,131148300,Apple
2022-03-09 00:00:00+00:00,160.52801513671875,162.9499969482422,163.41000366210938,159.41000366210938,161.47999572753906,91454900,Apple
2022-03-10 00:00:00+00:00,156.1638641357422,158.52000427246094,160.38999938964844,155.97999572753906,160.1999969482422,105342000,Apple
2022-03-11 00:00:00+00:00,152.4302215576172,154.72999572753906,159.27999877929688,154.5,158.92999267578125,96970100,Apple
2022-03-14 00:00:00+00:00,148.3813018798828,150.6199951171875,154.1199951171875,150.10000610351562,151.4499969482422,108732100,Apple
2022-03-15 00:00:00+00:00,152.78485107421875,155.08999633789062,155.57000732421875,150.3800048828125,150.89999389648438,92964300,Apple
2022-03-16 00:00:00+00:00,157.21795654296875,159.58999633789062,160.0,154.4600067138672,157.0500030517578,102300200,Apple
2022-03-17 00:00:00+00:00,158.23265075683594,160.6199951171875,161.0,157.6300048828125,158.61000061035156,75615400,Apple
2022-03-18 00:00:00+00:00,161.54273986816406,163.97999572753906,164.47999572753906,159.75999450683594,160.50999450683594,123511700,Apple
2022-03-21 00:00:00+00:00,162.92193603515625,165.3800048828125,166.35000610351562,163.00999450683594,163.50999450683594,95811400,Apple
2022-03-22 00:00:00+00:00,166.31077575683594,168.82000732421875,169.4199981689453,164.91000366210938,165.50999450683594,81532000,Apple
2022-03-23 00:00:00+00:00,167.68016052246094,170.2100067138672,172.63999938964844,167.64999389648438,167.99000549316406,98062700,Apple
2022-03-24 00:00:00+00:00,171.48277282714844,174.07000732421875,174.13999938964844,170.2100067138672,171.05999755859375,90131400,Apple
2022-03-25 00:00:00+00:00,172.1230926513672,174.72000122070312,175.27999877929688,172.75,173.8800048828125,80546200,Apple
2022-03-28 00:00:00+00:00,172.99002075195312,175.60000610351562,175.72999572753906,172.0,172.1699981689453,90371900,Apple
2022-03-29 00:00:00+00:00,176.3000946044922,178.9600067138672,179.00999450683594,176.33999633789062,176.69000244140625,100589400,Apple
2022-03-30 00:00:00+00:00,175.12777709960938,177.77000427246094,179.61000061035156,176.6999969482422,178.5500030517578,92633200,Apple
2022-03-31 00:00:00+00:00,172.01475524902344,174.61000061035156,178.02999877929688,174.39999389648438,177.83999633789062,103049300,Apple
2022-04-01 00:00:00+00:00,171.7191925048828,174.30999755859375,174.8800048828125,171.94000244140625,174.02999877929688,78751300,Apple
2022-04-04 00:00:00+00:00,175.78782653808594,178.44000244140625,178.49000549316406,174.44000244140625,174.57000732421875,76468400,Apple
2022-04-05 00:00:00+00:00,172.45803833007812,175.05999755859375,178.3000030517578,174.4199981689453,177.5,73401800,Apple
2022-04-06 00:00:00+00:00,169.27606201171875,171.8300018310547,173.6300048828125,170.1300048828125,172.36000061035156,89058800,Apple
2022-04-07 00:00:00+00:00,169.58145141601562,172.13999938964844,173.36000061035156,169.85000610351562,171.16000366210938,77594700,Apple
2022-04-08 00:00:00+00:00,167.56190490722656,170.08999633789062,171.77999877929688,169.1999969482422,171.77999877929688,76575500,Apple
2022-04-11 00:00:00+00:00,163.2864227294922,165.75,169.02999877929688,165.5,168.7100067138672,72246700,Apple
2022-04-12 00:00:00+00:00,165.16802978515625,167.66000366210938,169.8699951171875,166.63999938964844,168.02000427246094,79265200,Apple
2022-04-13 00:00:00+00:00,167.86729431152344,170.39999389648438,171.0399932861328,166.77000427246094,167.38999938964844,70618900,Apple
2022-04-14 00:00:00+00:00,162.83322143554688,165.2899932861328,171.27000427246094,165.0399932861328,170.6199951171875,75329400,Apple
2022-04-18 00:00:00+00:00,162.6165313720703,165.07000732421875,166.60000610351562,163.57000732421875,163.9199981689453,69023900,Apple
2022-04-19 00:00:00+00:00,164.91189575195312,167.39999389648438,167.82000732421875,163.91000366210938,165.02000427246094,67723800,Apple
2022-04-20 00:00:00+00:00,164.74441528320312,167.22999572753906,168.8800048828125,166.10000610351562,168.75999450683594,67929800,Apple
2022-04-21 00:00:00+00:00,163.94644165039062,166.4199981689453,171.52999877929688,165.91000366210938,168.91000366210938,87227800,Apple
2022-04-22 00:00:00+00:00,159.38525390625,161.7899932861328,167.8699951171875,161.5,166.4600067138672,84882400,Apple
2022-04-25 00:00:00+00:00,160.45907592773438,162.8800048828125,163.1699981689453,158.4600067138672,161.1199951171875,96046400,Apple
2022-04-26 00:00:00+00:00,154.46946716308594,156.8000030517578,162.33999633789062,156.72000122070312,162.25,95623200,Apple
2022-04-27 00:00:00+00:00,154.2428741455078,156.57000732421875,159.7899932861328,155.3800048828125,155.91000366210938,88063200,Apple
2022-04-28 00:00:00+00:00,161.20779418945312,163.63999938964844,164.52000427246094,158.92999267578125,159.25,130216800,Apple
2022-04-29 00:00:00+00:00,155.3068084716797,157.64999389648438,166.1999969482422,157.25,161.83999633789062,131747600,Apple
2022-05-02 00:00:00+00:00,155.61221313476562,157.9600067138672,158.22999572753906,153.27000427246094,156.7100067138672,123055300,Apple
2022-05-03 00:00:00+00:00,157.10958862304688,159.47999572753906,160.7100067138672,156.32000732421875,158.14999389648438,88966500,Apple
2022-05-04 00:00:00+00:00,163.5524139404297,166.02000427246094,166.47999572753906,159.25999450683594,159.6699981689453,108256500,Apple
2022-05-05 00:00:00+00:00,154.4398956298828,156.77000427246094,164.0800018310547,154.9499969482422,163.85000610351562,130525300,Apple
2022-05-06 00:00:00+00:00,155.1699676513672,157.27999877929688,159.44000244140625,154.17999267578125,156.00999450683594,116124600,Apple
2022-05-09 00:00:00+00:00,150.02000427246094,152.05999755859375,155.8300018310547,151.49000549316406,154.92999267578125,131577900,Apple
2022-05-10 00:00:00+00:00,152.4371337890625,154.50999450683594,156.74000549316406,152.92999267578125,155.52000427246094,115366700,Apple
2022-05-11 00:00:00+00:00,144.5345916748047,146.5,155.4499969482422,145.80999755859375,153.5,142689800,Apple
2022-05-12 00:00:00+00:00,140.64743041992188,142.55999755859375,146.1999969482422,138.8000030517578,142.77000427246094,182602000,Apple
2022-05-13 00:00:00+00:00,145.13641357421875,147.11000061035156,148.10000610351562,143.11000061035156,144.58999633789062,113990900,Apple
2022-05-16 00:00:00+00:00,143.5874481201172,145.5399932861328,147.52000427246094,144.17999267578125,145.5500030517578,86643800,Apple
2022-05-17 00:00:00+00:00,147.2378387451172,149.24000549316406,149.77000427246094,146.67999267578125,148.86000061035156,78336300,Apple
2022-05-18 00:00:00+00:00,138.93080139160156,140.82000732421875,147.36000061035156,139.89999389648438,146.85000610351562,109742900,Apple
2022-05-19 00:00:00+00:00,135.50733947753906,137.35000610351562,141.66000366210938,136.60000610351562,139.8800048828125,136095600,Apple
2022-05-20 00:00:00+00:00,135.74412536621094,137.58999633789062,140.6999969482422,132.61000061035156,139.08999633789062,137426100,Apple
2022-05-23 00:00:00+00:00,141.1900634765625,143.11000061035156,143.25999450683594,137.64999389648438,137.7899932861328,117726300,Apple
2022-05-24 00:00:00+00:00,138.47694396972656,140.36000061035156,141.97000122070312,137.3300018310547,140.80999755859375,104132700,Apple
2022-05-25 00:00:00+00:00,138.63482666015625,140.52000427246094,141.7899932861328,138.33999633789062,138.42999267578125,92482700,Apple
2022-05-26 00:00:00+00:00,141.85108947753906,143.77999877929688,144.33999633789062,137.13999938964844,137.38999938964844,90601500,Apple
2022-05-27 00:00:00+00:00,147.63247680664062,149.63999938964844,149.67999267578125,145.25999450683594,145.38999938964844,90978500,Apple
2022-05-31 00:00:00+00:00,146.84320068359375,148.83999633789062,150.66000366210938,146.83999633789062,149.07000732421875,103718400,Apple
2022-06-01 00:00:00+00:00,146.71495056152344,148.7100067138672,151.74000549316406,147.67999267578125,149.89999389648438,74286600,Apple
2022-06-02 00:00:00+00:00,149.18141174316406,151.2100067138672,151.27000427246094,146.86000061035156,147.8300018310547,72348100,Apple
2022-06-03 00:00:00+00:00,143.42962646484375,145.3800048828125,147.97000122070312,144.4600067138672,146.89999389648438,88570300,Apple
2022-06-06 00:00:00+00:00,144.1793975830078,146.13999938964844,148.57000732421875,144.89999389648438,147.02999877929688,71598400,Apple
2022-06-07 00:00:00+00:00,146.71495056152344,148.7100067138672,149.0,144.10000610351562,144.35000610351562,67808200,Apple
2022-06-08 00:00:00+00:00,145.9750213623047,147.9600067138672,149.8699951171875,147.4600067138672,148.5800018310547,53950200,Apple
2022-06-09 00:00:00+00:00,140.72637939453125,142.63999938964844,147.9499969482422,142.52999877929688,147.0800018310547,69473000,Apple
2022-06-10 00:00:00+00:00,135.29031372070312,137.1300048828125,140.75999450683594,137.05999755859375,140.27999877929688,91437900,Apple
2022-06-13 00:00:00+00:00,130.11074829101562,131.8800048828125,135.1999969482422,131.44000244140625,132.8699951171875,122207100,Apple
2022-06-14 00:00:00+00:00,130.9789276123047,132.75999450683594,133.88999938964844,131.47999572753906,133.1300048828125,84784300,Apple
2022-06-15 00:00:00+00:00,133.61309814453125,135.42999267578125,137.33999633789062,132.16000366210938,134.2899932861328,91533000,Apple
2022-06-16 00:00:00+00:00,128.31512451171875,130.05999755859375,132.38999938964844,129.0399932861328,132.0800018310547,108123900,Apple
2022-06-17 00:00:00+00:00,129.79501342773438,131.55999755859375,133.0800018310547,129.80999755859375,130.07000732421875,134520300,Apple
2022-06-21 00:00:00+00:00,134.0471954345703,135.8699951171875,137.05999755859375,133.32000732421875,133.4199981689453,81000500,Apple
2022-06-22 00:00:00+00:00,133.53419494628906,135.35000610351562,137.75999450683594,133.91000366210938,134.7899932861328,73409200,Apple
2022-06-23 00:00:00+00:00,136.41500854492188,138.27000427246094,138.58999633789062,135.6300048828125,136.82000732421875,72433800,Apple
2022-06-24 00:00:00+00:00,139.759521484375,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800,Apple
2022-06-27 00:00:00+00:00,139.759521484375,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900,Apple
2022-06-28 00:00:00+00:00,135.59613037109375,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400,Apple
2022-06-29 00:00:00+00:00,137.3621368408203,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400,Apple
2022-06-30 00:00:00+00:00,134.88580322265625,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500,Apple
2022-07-01 00:00:00+00:00,137.06613159179688,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600,Apple
2022-07-05 00:00:00+00:00,139.66085815429688,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800,Apple
2022-07-06 00:00:00+00:00,141.0026092529297,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300,Apple
2022-07-07 00:00:00+00:00,144.38662719726562,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700,Apple
2022-07-08 00:00:00+00:00,145.06732177734375,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800,Apple
2022-07-11 00:00:00+00:00,142.92645263671875,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600,Apple
2022-07-12 00:00:00+00:00,143.9031524658203,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800,Apple
2022-07-13 00:00:00+00:00,143.5381622314453,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600,Apple
2022-07-14 00:00:00+00:00,146.47817993164062,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700,Apple
2022-07-15 00:00:00+00:00,148.15536499023438,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900,Apple
2022-07-18 00:00:00+00:00,145.09693908691406,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900,Apple
2022-07-19 00:00:00+00:00,148.9742431640625,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400,Apple
2022-07-20 00:00:00+00:00,150.9868621826172,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400,Apple
2022-07-21 00:00:00+00:00,153.26588439941406,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600,Apple
